-0.65,0.46384,0.34945,0.16236,0.057743,0.020727,0.0097947,0.0072372,0.0086391,0.014938,0.030537,0.059457,0.09386,0.1127,0.10737,0.091371,0.079121,0.075213,0.078191,0.08385
-0.6,0.3846,0.30618,0.16724,0.075576,0.03461,0.019271,0.014811,0.016275,0.0238,0.039796,0.064583,0.09033,0.10388,0.10084,0.089513,0.079909,0.076327,0.078318,0.082921
-0.55,0.31705,0.26583,0.16666,0.090078,0.048716,0.030235,0.023757,0.024427,0.031515,0.045828,0.066244,0.08652,0.097858,0.096879,0.088457,0.080006,0.075836,0.076424,0.079908
-0.5,0.2554,0.22312,0.15672,0.098743,0.062059,0.042901,0.0349,0.034343,0.040156,0.051941,0.067681,0.082687,0.091775,0.092872,0.088123,0.081859,0.077607,0.076532,0.077827
-0.45,0.20844,0.18897,0.14637,0.10408,0.072746,0.053952,0.044918,0.043086,0.047318,0.05646,0.068142,0.079017,0.086243,0.088578,0.086656,0.082682,0.079261,0.077866,0.078331
-0.4,0.17491,0.16214,0.13358,0.1034,0.079047,0.063267,0.054737,0.051747,0.053643,0.059398,0.067209,0.07522,0.081916,0.085885,0.086226,0.083556,0.079975,0.077556,0.077101
-0.35,0.14858,0.14031,0.12116,0.099781,0.081553,0.06924,0.062003,0.05848,0.058671,0.062244,0.06775,0.073728,0.079431,0.083939,0.08578,0.084257,0.080658,0.077295,0.075678
-0.3,0.12946,0.12463,0.11294,0.098194,0.08333,0.071777,0.06433,0.060508,0.060448,0.06363,0.068464,0.073531,0.078438,0.082693,0.084872,0.083868,0.080511,0.077031,0.075165
-0.25,0.10807,0.10673,0.10274,0.09538,0.085193,0.075775,0.06888,0.06434,0.062716,0.064217,0.067718,0.071851,0.076164,0.080271,0.082805,0.082371,0.079481,0.076419,0.075127
-0.2,0.093079,0.093461,0.093614,0.091186,0.085377,0.078706,0.072726,0.067578,0.064702,0.065098,0.067852,0.071323,0.0749,0.078463,0.080916,0.080841,0.078558,0.076208,0.075644
-0.15,0.080195,0.082355,0.08664,0.088009,0.084033,0.078089,0.072919,0.068479,0.065996,0.066676,0.069475,0.072205,0.074203,0.076238,0.078306,0.079257,0.078526,0.077147,0.076579
-0.1,0.066083,0.070098,0.079522,0.086872,0.086171,0.080478,0.074669,0.069649,0.066427,0.066167,0.068221,0.070738,0.072928,0.075301,0.077769,0.079074,0.078379,0.07667,0.075808
-0.05,0.053789,0.05916,0.072765,0.085221,0.087049,0.081516,0.07511,0.069272,0.06545,0.064913,0.066982,0.06981,0.072367,0.074889,0.077249,0.078312,0.07733,0.075332,0.074306
0,0.042709,0.048737,0.065419,0.083483,0.089092,0.083637,0.076133,0.069671,0.065637,0.064785,0.066521,0.069183,0.07164,0.074074,0.076447,0.077622,0.076624,0.074257,0.072605
0.05,0.034227,0.04044,0.058874,0.081166,0.089861,0.084108,0.075133,0.067825,0.063828,0.063519,0.066012,0.069232,0.07157,0.073356,0.075284,0.076773,0.076644,0.074981,0.073398
0.1,0.027355,0.033508,0.053056,0.079021,0.090274,0.084187,0.074772,0.067392,0.063271,0.062914,0.065395,0.068387,0.070484,0.072633,0.075545,0.077636,0.076736,0.073263,0.070118
0.15,0.02159,0.027461,0.047496,0.076809,0.090789,0.084181,0.074064,0.067015,0.063664,0.063892,0.066584,0.06919,0.070041,0.0706,0.072649,0.075304,0.07602,0.073946,0.071052
0.2,0.016176,0.021486,0.041289,0.074271,0.092288,0.084539,0.072381,0.064872,0.062026,0.063083,0.066665,0.069777,0.070157,0.069552,0.070733,0.073491,0.075065,0.073675,0.070692
0.25,0.012061,0.016641,0.035078,0.06949,0.091469,0.08517,0.072875,0.064874,0.061311,0.0618,0.065673,0.069761,0.070357,0.068807,0.068861,0.071046,0.072928,0.072776,0.071414
0.3,0.0083207,0.012066,0.028787,0.065132,0.092498,0.086249,0.071859,0.063832,0.061501,0.062602,0.066167,0.069571,0.069293,0.066941,0.066711,0.06925,0.071834,0.072323,0.071229
0.35,0.0051462,0.0079359,0.022127,0.0594,0.093,0.086792,0.069833,0.06161,0.060812,0.063355,0.067051,0.069285,0.067606,0.064763,0.065028,0.068444,0.07172,0.072517,0.071347
0.4,0.0031004,0.0050921,0.016664,0.0533,0.092217,0.08667,0.068173,0.060116,0.060184,0.062996,0.066602,0.069346,0.068335,0.065364,0.064863,0.067571,0.070646,0.071573,0.07058
0.45,0.0016789,0.0029465,0.011472,0.044969,0.089109,0.086512,0.066811,0.05852,0.059583,0.063611,0.067757,0.069723,0.066653,0.062274,0.062426,0.067074,0.071219,0.071398,0.069251
0.5,0.00079083,0.0014944,0.007102,0.035703,0.085146,0.087804,0.066838,0.057903,0.059614,0.064046,0.067959,0.069941,0.066468,0.061092,0.060729,0.065705,0.070547,0.071146,0.06885
0.55,0.00030865,0.0006348,0.0038026,0.025738,0.077745,0.088143,0.066791,0.057006,0.059202,0.064061,0.067672,0.069508,0.065597,0.059347,0.058802,0.064669,0.070516,0.070732,0.066857
0.6,0.000093277,0.00021147,0.0016655,0.016328,0.067615,0.088111,0.066911,0.056396,0.059805,0.065577,0.068483,0.070073,0.065625,0.05766,0.056371,0.06345,0.071335,0.071921,0.066256
0.65,0.000021064,0.000053336,0.00057556,0.0087289,0.053332,0.085034,0.067432,0.057102,0.061382,0.066657,0.067342,0.068187,0.064691,0.057231,0.056225,0.063136,0.069597,0.069201,0.064291
0.7,0.0000032278,0.0000092655,0.000144,0.0036788,0.036487,0.076957,0.067675,0.060266,0.065885,0.067655,0.063828,0.064684,0.064384,0.058063,0.056458,0.062087,0.067333,0.068089,0.064263
0.75,0.00000023594,0.00000078187,0.00001888,0.00096265,0.019641,0.065591,0.066637,0.060913,0.069055,0.071121,0.0628,0.061131,0.063926,0.059029,0.056543,0.06093,0.064331,0.066628,0.064591
0.8,0.0000000066628,0.000000025559,0.00000099927,0.0001184,0.0065744,0.046447,0.065,0.064678,0.073503,0.072156,0.061386,0.05863,0.062643,0.058543,0.057404,0.061684,0.05893,0.062212,0.066833
0.85,0.000000000053212,0.00000000023171,0.000000014459,0.0000044422,0.00092376,0.020988,0.054568,0.067199,0.079585,0.07306,0.060464,0.055368,0.063264,0.058725,0.05388,0.062103,0.056951,0.05939,0.069029
0.86,0.000000000016783,0.000000000074751,0.0000000051195,0.0000019433,0.0005521,0.01654,0.050222,0.067838,0.082924,0.072462,0.059202,0.05539,0.064279,0.058173,0.052533,0.062533,0.056834,0.05889,0.069831
0.87,0.0000000000051846,0.000000000023521,0.0000000017475,0.00000080698,0.00031021,0.012368,0.044804,0.067892,0.087141,0.071934,0.058315,0.054828,0.06497,0.057911,0.051146,0.063688,0.057619,0.057659,0.070807
0.88,0.0000000000011578,0.0000000000053023,0.00000000041955,0.0000002371,0.00013482,0.008485,0.040541,0.067405,0.08946,0.071268,0.058959,0.055036,0.064772,0.057458,0.050196,0.064501,0.057859,0.057358,0.071038
0.89,0.00000000000024978,0.0000000000011457,0.000000000094487,0.00000006368,0.000052843,0.0053187,0.035297,0.066722,0.091632,0.070291,0.06037,0.054073,0.063945,0.059571,0.049417,0.063705,0.058974,0.056836,0.07056
0.9,0.000000000000052481,0.00000000000023977,0.000000000020262,0.00000001583,0.000018621,0.0029988,0.028977,0.065206,0.095381,0.06984,0.060921,0.052642,0.063692,0.060257,0.047378,0.065355,0.060124,0.053957,0.072049
0.91,0.0000000000000099668,0.000000000000045098,0.000000000003859,0.0000000034819,0.0000058381,0.0014963,0.021553,0.062689,0.099857,0.068545,0.061476,0.053132,0.062868,0.060212,0.046706,0.066012,0.059353,0.051652,0.074434
0.92,0.0000000000000011833,0.0000000000000052344,0.00000000000044184,0.0000000004656,0.0000012681,0.0006495,0.015575,0.057183,0.10558,0.067586,0.061059,0.054208,0.062476,0.059744,0.04755,0.066047,0.058687,0.051231,0.075332
0.93,0.00000000000000011947,0.00000000000000050312,0.000000000000038753,0.00000000004323,0.00000018774,0.00021651,0.0099993,0.049885,0.1136,0.064225,0.063008,0.054747,0.059757,0.061815,0.048865,0.063625,0.06015,0.049119,0.07577
0.94,0.000000000000000008931,0.000000000000000035335,0.00000000000000239,0.0000000000026821,0.000000018146,0.000050504,0.00548,0.041106,0.12054,0.063068,0.063193,0.054779,0.059667,0.060973,0.050526,0.060094,0.063016,0.047166,0.076187
0.95,0.00000000000000000072171,0.0000000000000000026316,0.00000000000000014497,0.00000000000013646,0.0000000010929,0.0000066307,0.0020712,0.031481,0.12482,0.060732,0.065646,0.052592,0.06101,0.058418,0.053385,0.057365,0.063846,0.048004,0.071783
0.96,0.000000000000000000036952,0.0000000000000000001205,0.0000000000000000049521,0.0000000000000034341,0.000000000028828,0.00000038353,0.00043446,0.020106,0.12955,0.062339,0.065183,0.051935,0.061905,0.056502,0.055415,0.054393,0.064152,0.050148,0.067637
0.97,0.00000000000000000000067389,0.0000000000000000000018363,0.000000000000000000045696,0.000000000000000016581,0.00000000000010441,0.000000003772,0.000041299,0.0090558,0.13052,0.068043,0.061179,0.054753,0.059561,0.058145,0.057016,0.054391,0.061307,0.054744,0.061682
0.98,0.000000000000000000000007224,0.000000000000000000000015585,0.00000000000000000000020118,0.000000000000000000030856,0.00000000000000011638,0.0000000000097892,0.0000011762,0.0017203,0.12829,0.070376,0.059912,0.056832,0.057303,0.058519,0.057576,0.054859,0.059052,0.056975,0.059535
