0,0,0.0625,0.25,0.5625,1,1.5625,2.25,3.0625,4,5.0625,6.25,7.5625,9,10.563,12.25,14.063,16,18.063,20.25
-0.98,0.43901,0.062744,0.00087648,0.000036429,0.000062168,0.0029167,0.092534,0.12363,0.062789,0.083211,0.094679,0.089876,0.084964,0.089293,0.092563,0.092824,0.083488,0.095874,0.07987
-0.97,0.53185,0.096226,0.0017794,0.000047109,0.000019678,0.00023593,0.012375,0.129,0.11526,0.067071,0.079272,0.10168,0.087983,0.082136,0.099245,0.091029,0.085434,0.088109,0.086499
-0.96,0.61471,0.12438,0.0025848,0.000050972,0.000008844,0.000036033,0.0014104,0.045965,0.16214,0.098966,0.065037,0.081488,0.1003,0.090875,0.087325,0.091024,0.089905,0.085487,0.08842
-0.95,0.69058,0.14878,0.0033584,0.000057164,0.0000056842,0.000010084,0.00022589,0.010752,0.12059,0.15226,0.077347,0.064809,0.089166,0.10061,0.089184,0.087229,0.089932,0.086958,0.088462
-0.94,0.73848,0.17451,0.0046353,0.000078972,0.0000057478,0.0000056859,0.000072077,0.0031451,0.064432,0.17387,0.10556,0.063901,0.073642,0.098317,0.097979,0.087588,0.084713,0.086301,0.090014
-0.93,0.78454,0.19856,0.0060045,0.00010452,0.0000061082,0.0000038306,0.000029195,0.0010226,0.029301,0.15522,0.14011,0.073974,0.065051,0.086749,0.10103,0.093903,0.086069,0.084658,0.086793
-0.92,0.81327,0.22099,0.0077813,0.0001484,0.0000078459,0.0000035543,0.000017451,0.00045017,0.014102,0.11943,0.16684,0.090698,0.062611,0.074843,0.098168,0.10117,0.088831,0.081103,0.083856
-0.91,0.82814,0.24302,0.010163,0.00022027,0.000011169,0.000003959,0.000013391,0.00025084,0.0074912,0.085276,0.17778,0.11172,0.065457,0.065553,0.088482,0.10376,0.095343,0.082736,0.080971
-0.9,0.83642,0.26587,0.013369,0.00033956,0.00001743,0.0000051874,0.000012866,0.00017609,0.0045805,0.06037,0.17265,0.13264,0.073224,0.062104,0.079282,0.10007,0.099443,0.086527,0.080977
-0.89,0.84152,0.28578,0.016903,0.00050427,0.000027197,0.000007207,0.00001384,0.00014096,0.0030598,0.042596,0.15588,0.14956,0.084177,0.062566,0.072516,0.093903,0.10108,0.091409,0.083191
-0.88,0.83766,0.30213,0.020802,0.00073125,0.000042668,0.000010579,0.000016588,0.0001295,0.0022915,0.03129,0.13638,0.16123,0.095757,0.063883,0.066724,0.087624,0.10166,0.094267,0.082904
-0.87,0.83351,0.31881,0.025364,0.0010426,0.000066454,0.000015884,0.000021086,0.00012956,0.0018681,0.024086,0.11821,0.16794,0.10859,0.068068,0.063896,0.081001,0.098341,0.095969,0.084416
-0.86,0.82648,0.33295,0.030053,0.0014137,0.000097478,0.000022813,0.000026665,0.00013494,0.0016223,0.019359,0.10175,0.1681,0.12033,0.073718,0.062911,0.075291,0.094162,0.098243,0.088353
-0.85,0.81419,0.34581,0.035531,0.0019225,0.0001445,0.000033617,0.000035449,0.00015149,0.0015343,0.016628,0.089455,0.16467,0.12958,0.07983,0.063708,0.071829,0.090035,0.098125,0.090661
-0.8,0.73964,0.38893,0.06916,0.0071707,0.00087636,0.00023247,0.00018544,0.00043404,0.0021375,0.013131,0.058325,0.13036,0.14358,0.10512,0.076145,0.069236,0.077533,0.089943,0.093519
-0.75,0.65062,0.3999,0.10744,0.018761,0.0035705,0.0011692,0.00085215,0.0013997,0.0041803,0.015823,0.05148,0.10818,0.13555,0.11641,0.088432,0.073667,0.07255,0.079672,0.087196
-0.7,0.5534,0.38334,0.14171,0.037219,0.010121,0.0040413,0.0029265,0.0039477,0.0085109,0.022443,0.054549,0.098946,0.12371,0.11412,0.091929,0.076862,0.072929,0.077193,0.084069
